#queryIndex,queryItem,stringId,preferredName,annotation
207,RASIP1,9606.ENSP00000222145,RASIP1,"Ras-interacting protein 1; Required for the proper formation of vascular structures that develop via both vasculogenesis and angiogenesis. Acts as a critical and vascular-specific regulator of GTPase signaling, cell architecture, and adhesion, which is essential for endothelial cell morphogenesis and blood vessel tubulogenesis. Regulates the activity of Rho GTPases in part by recruiting ARHGAP29 and suppressing RhoA signaling and dampening ROCK and MYH9 activities in endothelial cells (By similarity). May act as effector for Golgi-bound HRAS and other Ras- like proteins. May promote HR [...] "
208,EMC10,9606.ENSP00000334037,EMC10,"ER membrane protein complex subunit 10; Promotes angiogenesis and tissue repair in the heart after myocardial infarction. Stimulates cardiac endothelial cell migration and outgrowth via the activation of p38 MAPK, PAK and MAPK2 signaling pathways."
209,PIK3R6,9606.ENSP00000480157,PIK3R6,Phosphoinositide 3-kinase regulatory subunit 6; Regulatory subunit of the PI3K gamma complex. Acts as an adapter to drive activation of PIK3CG by beta-gamma G protein dimers. The PIK3CG:PIK3R6 heterodimer is much less sensitive to beta-gamma G protein dimers than PIK3CG:PIK3R5 and its membrane recruitment and beta-gamma G protein dimer-dependent activation requires HRAS bound to PIK3CG. Recruits of the PI3K gamma complex to a PDE3B:RAPGEF3 signaling complex involved in angiogenesis; signaling seems to involve RRAS.
210,DAB2IP,9606.ENSP00000259371,DAB2IP,"Disabled homolog 2-interacting protein; Functions as a scaffold protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Involved in several processes such as innate immune response, inflammation and cell growth inhibition, apoptosis, cell survival, angiogenesis, cell migration and maturation. Plays also a role in cell cycle checkpoint control; reduces G1 phase cyclin levels resulting in G0/G1 cell cycle arrest. Mediates signal transduction by receptor- mediated inflammatory signals, such as the tumor necrosis factor (TNF), interferon [...] "
211,RNF213,9606.ENSP00000464087,RNF213,"E3 ubiquitin-protein ligase RNF213; E3 ubiquitin-protein ligase involved in angiogenesis. Involved in the non-canonical Wnt signaling pathway in vascular development: acts by mediating ubiquitination and degradation of FLNA and NFATC2 downstream of RSPO3, leading to inhibit the non-canonical Wnt signaling pathway and promoting vessel regression. Also has ATPase activity."
212,TMEM215,9606.ENSP00000345468,TMEM215,Transmembrane protein 215.
213,CSPG4,9606.ENSP00000312506,CSPG4,"Chondroitin sulfate proteoglycan 4; Proteoglycan playing a role in cell proliferation and migration which stimulates endothelial cells motility during microvascular morphogenesis. May also inhibit neurite outgrowth and growth cone collapse during axon regeneration. Cell surface receptor for collagen alpha 2(VI) which may confer cells ability to migrate on that substrate. Binds through its extracellular N-terminus growth factors, extracellular matrix proteases modulating their activity. May regulate MPP16-dependent degradation and invasion of type I collagen participating in melanoma ce [...] "
214,EPGN,9606.ENSP00000411898,EPGN,Epigen; Promotes the growth of epithelial cells. May stimulate the phosphorylation of EGFR and mitogen-activated protein kinases.
215,CXCL17,9606.ENSP00000472467,CXCL17,"C-X-C motif chemokine 17; Chemokine that acts as chemoattractant for monocytes, macrophages and dendritic cells. Plays a role in angiogenesis and possibly in the development of tumors. Acts as an anti-inflammatory in the stomach. May play a role in the innate defense against infections. Activates the C-X-C chemokine receptor GPR35 to induce a rapid and transient rise in the level of intracellular calcium ions. Belongs to the intercrine alpha (chemokine CxC) family."
216,CCBE1,9606.ENSP00000497183,CCBE1,Collagen and calcium-binding EGF domain-containing protein 1; Required for lymphangioblast budding and angiogenic sprouting from venous endothelium during embryogenesis. Belongs to the CCBE1 family.
217,VASH1,9606.ENSP00000167106,VASH1,"Tubulinyl-Tyr carboxypeptidase 1; Tyrosine carboxypeptidase that removes the C-terminal tyrosine residue of alpha-tubulin, thereby regulating microtubule dynamics and function. Critical for spindle function and accurate chromosome segregation during mitosis since microtuble detyronisation regulates mitotic spindle length and postioning. Acts as an angiogenesis inhibitor: inhibits migration, proliferation and network formation by endothelial cells as well as angiogenesis. This inhibitory effect is selective to endothelial cells as it does not affect the migration of smooth muscle cells  [...] "
218,ADM2,9606.ENSP00000379087,ADM2,"Adrenomedullin-2; [Adrenomedullin-2]: May play a role as physiological regulators of gastrointestinal, cardiovascular bioactivities mediated by the CALCRL/RAMPs receptor complexes. Activates the cAMP-dependent pathway."
219,ARHGAP22,9606.ENSP00000412461,ARHGAP22,"Rho GTPase-activating protein 22; Rho GTPase-activating protein involved in the signal transduction pathway that regulates endothelial cell capillary tube formation during angiogenesis. Acts as a GTPase activator for the RAC1 by converting it to an inactive GDP-bound state. Inhibits RAC1- dependent lamellipodia formation. May also play a role in transcription regulation via its interaction with VEZF1, by regulating activity of the endothelin-1 (EDN1) promoter (By similarity)."
220,ZNF354C,9606.ENSP00000324064,ZNF354C,"Zinc finger protein 354C; May function as a transcription repressor. Binds to 5'-CCACA- 3' core sequence. Suppresses osteogenic effects of RUNX2. May be involved in osteoblastic differentiation (By similarity). Plays a role in postnatal myogenesis, may be involved in the regulation of satellite cells self-renewal (By similarity)."
221,PLXDC1,9606.ENSP00000323927,PLXDC1,Plexin domain-containing protein 1; Plays a critical role in endothelial cell capillary morphogenesis.
222,FMNL3,9606.ENSP00000335655,FMNL3,"Formin-like protein 3; Plays a role in the regulation of cell morphology and cytoskeletal organization. Required in the control of cell shape and migration. Required for developmental angiogenesis (By similarity). In this process, required for microtubule reorganization and for efficient endothelial cell elongation. In quiescent endothelial cells, triggers rearrangement of the actin cytoskeleton, but does not alter microtubule alignement; Belongs to the formin homology family."
223,AMOTL1,9606.ENSP00000387739,AMOTL1,"Angiomotin-like protein 1; Inhibits the Wnt/beta-catenin signaling pathway, probably by recruiting CTNNB1 to recycling endosomes and hence preventing its translocation to the nucleus; Belongs to the angiomotin family."
224,UNC5B,9606.ENSP00000334329,UNC5B,Netrin receptor UNC5B; Receptor for netrin required for axon guidance. Mediates axon repulsion of neuronal growth cones in the developing nervous system upon ligand binding. Axon repulsion in growth cones may be caused by its association with DCC that may trigger signaling for repulsion (By similarity). Functions as netrin receptor that negatively regulates vascular branching during angiogenesis. Mediates retraction of tip cell filopodia on endothelial growth cones in response to netrin (By similarity). It also acts as a dependence receptor required for apoptosis induction when not ass [...] 
225,ARHGAP24,9606.ENSP00000378611,ARHGAP24,"Rho GTPase-activating protein 24; Rho GTPase-activating protein involved in cell polarity, cell morphology and cytoskeletal organization. Acts as a GTPase activator for the Rac-type GTPase by converting it to an inactive GDP-bound state. Controls actin remodeling by inactivating Rac downstream of Rho leading to suppress leading edge protrusion and promotes cell retraction to achieve cellular polarity. Able to suppress RAC1 and CDC42 activity in vitro. Overexpression induces cell rounding with partial or complete disruption of actin stress fibers and formation of membrane ruffles, lamel [...] "
226,AGGF1,9606.ENSP00000316109,AGGF1,"Angiogenic factor with G patch and FHA domains 1; Promotes angiogenesis and the proliferation of endothelial cells. Able to bind to endothelial cells and promote cell proliferation, suggesting that it may act in an autocrine fashion."
227,PLCD3,9606.ENSP00000479636,PLCD3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3; Hydrolyzes the phosphatidylinositol 4,5-bisphosphate (PIP2) to generate 2 second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3). DAG mediates the activation of protein kinase C (PKC), while IP3 releases Ca(2+) from intracellular stores. Essential for trophoblast and placental development. May participate in cytokinesis by hydrolyzing PIP2 at the cleavage furrow."
228,OR10J5,9606.ENSP00000334441,OR10J5,Olfactory receptor 10J5; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
229,ANGPTL6,9606.ENSP00000253109,ANGPTL6,"Angiopoietin-related protein 6; May play a role in the wound healing process. May promote epidermal proliferation, remodeling and regeneration. May promote the chemotactic activity of endothelial cells and induce neovascularization. May counteract high-fat diet-induced obesity and related insulin resistance through increased energy expenditure."
230,NDNF,9606.ENSP00000369014,NDNF,"Protein NDNF; Promotes matrix assembly and cell adhesiveness (By similarity). Promotes neuron migration, growth and survival as well as neurite outgrowth. Promotes endothelial cell survival, vessel formation and plays an important role in the process of revascularization through NOS3-dependent mechanisms."
231,STAB2,9606.ENSP00000373539,STAB2,"190 kDa form stabilin-2; Phosphatidylserine receptor that enhances the engulfment of apoptotic cells. Hyaluronan receptor that binds to and mediates endocytosis of hyaluronic acid (HA). Acts also, in different species, as a primary systemic scavenger receptor for heparin (Hep), chondroitin sulfate (CS), dermatan sulfate (DS), nonglycosaminoglycan (GAG), acetylated low-density lipoprotein (AcLDL), pro-collagen propeptides and advanced glycation end products (AGE). May serve to maintain tissue integrity by supporting extracellular matrix turnover or it may contribute to maintaining fluid [...] "
232,ROBO4,9606.ENSP00000304945,ROBO4,"Roundabout homolog 4; Receptor for Slit proteins, at least for SLIT2, and seems to be involved in angiogenesis and vascular patterning. May mediate the inhibition of primary endothelial cell migration by Slit proteins (By similarity). Involved in the maintenance of endothelial barrier organization and function."
233,PXDN,9606.ENSP00000252804,PXDN,Peroxidasin homolog; Displays low peroxidase activity and is likely to participate in H(2)O(2) metabolism and peroxidative reactions in the cardiovascular system. Plays a role in extracellular matrix formation.
234,NRCAM,9606.ENSP00000368314,NRCAM,"Neuronal cell adhesion molecule; Cell adhesion protein that is required for normal responses to cell-cell contacts in brain and in the peripheral nervous system. Plays a role in neurite outgrowth in response to contactin binding. Plays a role in mediating cell-cell contacts between Schwann cells and axons. Plays a role in the formation and maintenance of the nodes of Ranvier on myelinated axons. Nodes of Ranvier contain clustered sodium channels that are crucial for the saltatory propagation of action potentials along myelinated axons. During development, nodes of Ranvier are formed by [...] "
235,HOXB13,9606.ENSP00000290295,HOXB13,Homeobox protein Hox-B13; Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Binds preferentially to methylated DNA. Belongs to the Abd-B homeobox family.
236,NINJ1,9606.ENSP00000364595,NINJ1,Ninjurin-1; Homophilic cell adhesion molecule that promotes axonal growth. May play a role in nerve regeneration and in the formation and function of other tissues. Cell adhesion requires divalent cations.
237,MYDGF,9606.ENSP00000262947,MYDGF,"Myeloid-derived growth factor; Bone marrow-derived monocyte and paracrine-acting protein that promotes cardiac myocyte survival and adaptive angiogenesis for cardiac protection and/or repair after myocardial infarction (MI). Stimulates endothelial cell proliferation through a MAPK1/3-, STAT3- and CCND1-mediated signaling pathway. Inhibits cardiac myocyte apoptosis in a PI3K/AKT-dependent signaling pathway (By similarity). Involved in endothelial cell proliferation and angiogenesis."
238,OTULIN,9606.ENSP00000284274,OTULIN,"Ubiquitin thioesterase otulin; Deubiquitinase that specifically removes linear ('Met-1'- linked) polyubiquitin chains to substrates and acts as a regulator of angiogenesis and innate immune response. Required during angiogenesis, craniofacial and neuronal development by regulating the canonical Wnt signaling together with the LUBAC complex. Acts as a negative regulator of NF-kappa-B by regulating the activity of the LUBAC complex. OTULIN function is mainly restricted to homeostasis of the LUBAC complex: acts by removing 'Met- 1'-linked autoubiquitination of the LUBAC complex, thereby p [...] "
239,NUS1,9606.ENSP00000357480,NUS1,"Dehydrodolichyl diphosphate synthase complex subunit NUS1; With DHDDS, forms the dehydrodolichyl diphosphate synthase (DDS) complex, an essential component of the dolichol monophosphate (Dol-P) biosynthetic machinery. Both subunits contribute to enzymatic activity, i.e. condensation of multiple copies of isopentenyl pyrophosphate (IPP) to farnesyl pyrophosphate (FPP) to produce dehydrodolichyl diphosphate (Dedol-PP), a precursor of dolichol phosphate which is utilized as a sugar carrier in protein glycosylation in the endoplasmic reticulum (ER). Regulates the glycosylation and stabilit [...] "
240,SIRT1,9606.ENSP00000212015,SIRT1,"NAD-dependent protein deacetylase sirtuin-1; NAD-dependent protein deacetylase that links transcriptional regulation directly to intracellular energetics and participates in the coordination of several separated cellular functions such as cell cycle, response to DNA damage, metabolism, apoptosis and autophagy. Can modulate chromatin function through deacetylation of histones and can promote alterations in the methylation of histones and DNA, leading to transcriptional repression. Deacetylates a broad range of transcription factors and coregulators, thereby regulating target gene expres [...] "
241,APOLD1,9606.ENSP00000324277,APOLD1,Apolipoprotein L domain-containing protein 1; May be involved in angiogenesis. May play a role in activity- dependent changes of brain vasculature. May affect blood-brain permeability.
242,HSPA12B,9606.ENSP00000254963,HSPA12B,Heat shock protein family A member 12B; Belongs to the heat shock protein 70 family.
243,ADGRA2,9606.ENSP00000406367,ADGRA2,"Adhesion G protein-coupled receptor A2; Endothelial receptor which functions together with RECK to enable brain endothelial cells to selectively respond to Wnt7 signals (WNT7A or WNT7B). Plays a key role in Wnt7-specific responses, such as endothelial cell sprouting and migration in the forebrain and neural tube, and establishment of the blood-brain barrier (By similarity). Acts as a Wnt7-specific coactivator of canonical Wnt signaling: required to deliver RECK-bound Wnt7 to frizzled by assembling a higher-order RECK-ADGRA2-Fzd-LRP5-LRP6 complex. ADGRA2-tethering function does not rely [...] "
244,NOX5,9606.ENSP00000373518,NOX5,"NADPH oxidase 5; Calcium-dependent NADPH oxidase that generates superoxide. Also functions as a calcium-dependent proton channel and may regulate redox-dependent processes in lymphocytes and spermatozoa. May play a role in cell growth and apoptosis. Isoform v2 and isoform v5 are involved in endothelial generation of reactive oxygen species (ROS), proliferation and angiogenesis and contribute to endothelial response to thrombin."
245,CRBN,9606.ENSP00000231948,CRBN,"Protein cereblon; Substrate recognition component of a DCX (DDB1-CUL4-X-box) E3 protein ligase complex that mediates the ubiquitination and subsequent proteasomal degradation of target proteins, such as MEIS2. Normal degradation of key regulatory proteins is required for normal limb outgrowth and expression of the fibroblast growth factor FGF8. May play a role in memory and learning by regulating the assembly and neuronal surface expression of large-conductance calcium-activated potassium channels in brain regions involved in memory and learning via its interaction with KCNT1. Binding  [...] "
246,MMP19,9606.ENSP00000313437,MMP19,"Matrix metalloproteinase-19; Endopeptidase that degrades various components of the extracellular matrix, such as aggrecan and cartilage oligomeric matrix protein (comp), during development, haemostasis and pathological conditions (arthritic disease). May also play a role in neovascularization or angiogenesis. Hydrolyzes collagen type IV, laminin, nidogen, nascin-C isoform, fibronectin, and type I gelatin."
247,MEIS3,9606.ENSP00000453307,MEIS3,"Homeobox protein Meis3; Transcriptional regulator which directly modulates PDPK1 expression, thus promoting survival of pancreatic beta-cells. Also regulates expression of NDFIP1, BNIP3, and CCNG1."
248,EPAS1,9606.ENSP00000263734,EPAS1,Endothelial PAS domain-containing protein 1; Transcription factor involved in the induction of oxygen regulated genes. Heterodimerizes with ARNT; heterodimer binds to core DNA sequence 5'-TACGTG-3' within the hypoxia response element (HRE) of target gene promoters (By similarity). Regulates the vascular endothelial growth factor (VEGF) expression and seems to be implicated in the development of blood vessels and the tubular system of lung. May also play a role in the formation of the endothelium that gives rise to the blood brain barrier. Potent activator of the Tie-2 tyrosine kinase e [...] 
249,CIB1,9606.ENSP00000479860,CIB1,"Calcium and integrin-binding protein 1; Calcium-binding protein that plays a role in the regulation of numerous cellular processes, such as cell differentiation, cell division, cell proliferation, cell migration, thrombosis, angiogenesis, cardiac hypertrophy and apoptosis. Involved in bone marrow megakaryocyte differentiation by negatively regulating thrombopoietin- mediated signaling pathway. Participates in the endomitotic cell cycle of megakaryocyte, a form of mitosis in which both karyokinesis and cytokinesis are interrupted. Plays a role in integrin signaling by negatively regulat [...] "
250,OVOL2,9606.ENSP00000278780,OVOL2,"Transcription factor Ovo-like 2; Zinc-finger transcription repressor factor. Plays a critical role in maintaining the identity of epithelial lineages by suppressing epithelial-to mesenchymal transition (EMT) mainly through the repression of ZEB1, an EMT inducer (By similarity). Positively regulates neuronal differentiation (By similarity). Suppresses cell cycling and terminal differentiation of keratinocytes by directly repressing MYC and NOTCH1. Important for the correct development of primordial germ cells in embryos (By similarity)."
251,PDCD10,9606.ENSP00000376506,PDCD10,"Programmed cell death protein 10; Promotes cell proliferation. Modulates apoptotic pathways. Increases mitogen-activated protein kinase activity and STK26 activity. Important for cell migration, and for normal structure and assembly of the Golgi complex. Important for KDR/VEGFR2 signaling. Increases the stability of KDR/VEGFR2 and prevents its breakdown. Required for normal cardiovascular development. Required for normal angiogenesis, vasculogenesis and hematopoiesis during embryonic development (By similarity). Belongs to the PDCD10 family."
252,JAM3,9606.ENSP00000299106,JAM3,"Junctional adhesion molecule C; Junctional adhesion protein that mediates heterotypic cell- cell interactions with its cognate receptor JAM2 to regulate different cellular processes. Plays a role in homing and mobilization of hematopoietic stem and progenitor cells within the bone marrow. At the surface of bone marrow stromal cells, it contributes to the retention of the hematopoietic stem and progenitor cells expressing JAM3. Plays a central role in leukocytes extravasation by facilitating transmigration through the endothelium (By similarity). Plays a role in spermatogenesis where JA [...] "
253,NAA15,9606.ENSP00000296543,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit; Auxillary subunit of the N-terminal acetyltransferase A (NatA) complex which displays alpha (N-terminal) acetyltransferase activity. The NAT activity may be important for vascular, hematopoietic and neuronal growth and development. Required to control retinal neovascularization in adult ocular endothelial cells. In complex with XRCC6 and XRCC5 (Ku80), up-regulates transcription from the osteocalcin promoter."
254,RSPO3,9606.ENSP00000349131,RSPO3,"R-spondin-3; Activator of the canonical Wnt signaling pathway by acting as a ligand for LGR4-6 receptors, which acts as a key regulator of angiogenesis. Upon binding to LGR4-6 (LGR4, LGR5 or LGR6), LGR4-6 associate with phosphorylated LRP6 and frizzled receptors that are activated by extracellular Wnt receptors, triggering the canonical Wnt signaling pathway to increase expression of target genes. Also regulates the canonical Wnt/beta-catenin-dependent pathway and non- canonical Wnt signaling by acting as an inhibitor of ZNRF3, an important regulator of the Wnt signaling pathway. Acts  [...] "
255,ANGPTL4,9606.ENSP00000301455,ANGPTL4,"Angiopoietin-related protein 4; Mediates inactivation of the lipoprotein lipase LPL, and thereby plays a role in the regulation of triglyceride clearance from the blood serum and in lipid metabolism. May also play a role in regulating glucose homeostasis and insulin sensitivity (Probable). Inhibits proliferation, migration, and tubule formation of endothelial cells and reduces vascular leakage. Upon heterologous expression, inhibits the adhesion of endothelial cell to the extracellular matrix (ECM), and inhibits the reorganization of the actin cytoskeleton, formation of actin stress fi [...] "
256,PANK2,9606.ENSP00000313377,PANK2,"Pantothenate kinase 2, mitochondrial; May be the master regulator of the CoA biosynthesis. Belongs to the type II pantothenate kinase family."
257,PRKD2,9606.ENSP00000393978,PRKD2,"Serine/threonine-protein kinase D2; Serine/threonine-protein kinase that converts transient diacylglycerol (DAG) signals into prolonged physiological effects downstream of PKC, and is involved in the regulation of cell proliferation via MAPK1/3 (ERK1/2) signaling, oxidative stress-induced NF-kappa-B activation, inhibition of HDAC7 transcriptional repression, signaling downstream of T-cell antigen receptor (TCR) and cytokine production, and plays a role in Golgi membrane trafficking, angiogenesis, secretory granule release and cell adhesion. May potentiate mitogenesis induced by the neu [...] "
258,PDCL3,9606.ENSP00000264254,PDCL3,"Phosducin-like protein 3; Acts as a chaperone for the angiogenic VEGF receptor KDR/VEGFR2, increasing its abundance by inhibiting its ubiquitination and degradation. Inhibits the folding activity of the chaperonin-containing T-complex (CCT) which leads to inhibition of cytoskeletal actin folding. Acts as a chaperone during heat shock alongside HSP90 and HSP40/70 chaperone complexes (By similarity). Modulates the activation of caspases during apoptosis."
259,SEMA4A,9606.ENSP00000357265,SEMA4A,"Semaphorin-4A; Cell surface receptor for PLXNB1, PLXNB2, PLXNB3 and PLXND1 that plays an important role in cell-cell signaling (By similarity). Regulates glutamatergic and GABAergic synapse development (By similarity). Promotes the development of inhibitory synapses in a PLXNB1-dependent manner and promotes the development of excitatory synapses in a PLXNB2-dependent manner (By similarity). Plays a role in priming antigen-specific T-cells, promotes differentiation of Th1 T- helper cells, and thereby contributes to adaptive immunity (By similarity). Promotes phosphorylation of TIMD2 (By [...] "
260,FZD8,9606.ENSP00000363826,FZD8,"Frizzled-8; Receptor for Wnt proteins. Component of the Wnt-Fzd-LRP5-LRP6 complex that triggers beta-catenin signaling through inducing aggregation of receptor-ligand complexes into ribosome-sized signalosomes. The beta-catenin canonical signaling pathway leads to the activation of disheveled proteins, inhibition of GSK-3 kinase, nuclear accumulation of beta-catenin and activation of Wnt target genes. A second signaling pathway involving PKC and calcium fluxes has been seen for some family members, but it is not yet clear if it represents a distinct pathway or if it can be integrated i [...] "
261,POFUT1,9606.ENSP00000364902,POFUT1,"GDP-fucose protein O-fucosyltransferase 1; Catalyzes the reaction that attaches fucose through an O- glycosidic linkage to a conserved serine or threonine residue found in the consensus sequence C2-X(4,5)-[S/T]-C3 of EGF domains, where C2 and C3 are the second and third conserved cysteines. Specifically uses GDP- fucose as donor substrate and proper disulfide pairing of the substrate EGF domains is required for fucose transfer. Plays a crucial role in NOTCH signaling. Initial fucosylation of NOTCH by POFUT1 generates a substrate for FRINGE/RFNG, an acetylglucosaminyltransferase that ca [...] "
262,RHOJ,9606.ENSP00000316729,RHOJ,"Rho-related GTP-binding protein RhoJ; Plasma membrane-associated small GTPase specifically involved in angiogenesis. Required for endothelial cell migration during vascular development via its interaction with GLUL. Elicits the formation of F-actin-rich structures, thereby regulating endothelial cell migration."
263,CCDC134,9606.ENSP00000255784,CCDC134,"Coiled-coil domain-containing protein 134; In extracellular secreted form, promotes proliferation and activation of CD8(+) T cells, suggesting a cytokine-like function. Enhances cytotoxic anti-tumor activity of CD8(+) T cells. May inhibit ERK and JNK signaling activity. May suppress cell migration and invasion activity, via its effects on ERK and JNK signaling."
264,SOX17,9606.ENSP00000297316,SOX17,"Transcription factor SOX-17; Acts as transcription regulator that binds target promoter DNA and bends the DNA. Binds to the sequences 5'-AACAAT-'3 or 5'- AACAAAG-3'. Modulates transcriptional regulation via WNT3A. Inhibits Wnt signaling. Promotes degradation of activated CTNNB1. Plays a key role in the regulation of embryonic development. Required for normal development of the definitive gut endoderm. Required for normal looping of the embryonic heart tube. Plays an important role in embryonic and postnatal vascular development, including development of arteries. Plays an important rol [...] "
265,BCAS3,9606.ENSP00000468592,BCAS3,Breast carcinoma-amplified sequence 3; Plays a role in angiogenesis. Participates in the regulation of cell polarity and directional endothelial cell migration by mediating both the activation and recruitment of CDC42 and the reorganization of the actin cytoskeleton at the cell leading edge. Promotes filipodia formation (By similarity). Functions synergistically with PELP1 as a transcriptional coactivator of estrogen receptor- responsive genes. Stimulates histone acetyltransferase activity. Binds to chromatin; Belongs to the BCAS3 family.
266,MMRN2,9606.ENSP00000361097,MMRN2,Multimerin-2; Inhibits endothelial cells motility and acts as a negative regulator of angiogenesis; it downregulates KDR activation by binding VEGFA.
267,PROK2,9606.ENSP00000295619,PROK2,Prokineticin-2; May function as an output molecule from the suprachiasmatic nucleus (SCN) that transmits behavioral circadian rhythm. May also function locally within the SCN to synchronize output. Potently contracts gastrointestinal (GI) smooth muscle; Belongs to the AVIT (prokineticin) family.
268,ZNF304,9606.ENSP00000401642,ZNF304,Zinc finger protein 304; Acts as transcriptional regulator and plays a role in gene silencing. Probably forms a corepressor complex required for activated KRAS-mediated promoter hypermethylation and transcriptional silencing of several tumor suppressor genes (TSGs) or other tumor-related genes in colorectal cancer (CRC) cells. Also required to maintain a transcriptionally repressive state of genes in undifferentiated embryonic stem cells (ESCs) by inducing trimethylation of 'Lys-27' of histone H3 (H3K27me3)  in a Polycomb group (PcG) complexes-dependent manner. Associates at promoter r [...] 
269,NRXN3,9606.ENSP00000489551,NRXN3,Neurexin-3; Neuronal cell surface protein that may be involved in cell recognition and cell adhesion. May mediate intracellular signaling.
270,SH2D2A,9606.ENSP00000376123,SH2D2A,SH2 domain-containing protein 2A; Could be a T-cell-specific adapter protein involved in the control of T-cell activation. May play a role in the CD4-p56-LCK- dependent signal transduction pathway. Could also play an important role in normal and pathological angiogenesis. Could be an adapter protein that facilitates and regulates interaction of KDR with effector proteins important to endothelial cell survival and proliferation.
271,TNFRSF12A,9606.ENSP00000326737,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A; Receptor for TNFSF12/TWEAK. Weak inducer of apoptosis in some cell types. Promotes angiogenesis and the proliferation of endothelial cells. May modulate cellular adhesion to matrix proteins.
272,CD93,9606.ENSP00000246006,CD93,"Complement component C1q receptor; Receptor (or element of a larger receptor complex) for C1q, mannose-binding lectin (MBL2) and pulmonary surfactant protein A (SPA). May mediate the enhancement of phagocytosis in monocytes and macrophages upon interaction with soluble defense collagens. May play a role in intercellular adhesion."
273,ESM1,9606.ENSP00000370812,ESM1,Endothelial cell-specific molecule 1; Involved in angiogenesis; promotes angiogenic sprouting. May have potent implications in lung endothelial cell-leukocyte interactions.
274,DLL4,9606.ENSP00000249749,DLL4,"Delta-like protein 4; Involved in the Notch signaling pathway as Notch ligand. Activates NOTCH1 and NOTCH4. Involved in angiogenesis; negatively regulates endothelial cell proliferation and migration and angiogenic sprouting. Essential for retinal progenitor proliferation. Required for suppressing rod fates in late retinal progenitors as well as for proper generation of other retinal cell types (By similarity). During spinal cord neurogenesis, inhibits V2a interneuron fate."
275,C1GALT1,9606.ENSP00000389176,C1GALT1,"Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1; Glycosyltransferase that generates the core 1 O-glycan Gal- beta1-3GalNAc-alpha1-Ser/Thr (T antigen), which is a precursor for many extended O-glycans in glycoproteins. Plays a central role in many processes, such as angiogenesis, thrombopoiesis and kidney homeostasis development; Belongs to the glycosyltransferase 31 family. Beta3-Gal-T subfamily."
276,TMEM100,9606.ENSP00000465638,TMEM100,"Transmembrane protein 100; Plays a role during embryonic arterial endothelium differentiation and vascular morphogenesis through the ACVRL1 receptor- dependent signaling pathway upon stimulation by bone morphogenetic proteins, such as GDF2/BMP9 and BMP10. Involved in the regulation of nociception, acting as a modulator of the interaction between TRPA1 and TRPV1, two molecular sensors and mediators of pain signals in dorsal root ganglia (DRG) neurons. Mechanistically, it weakens their interaction, thereby releasing the inhibition of TRPA1 by TRPV1 and increasing the single-channel open  [...] "
277,PARVA,9606.ENSP00000334008,PARVA,"Alpha-parvin; Plays a role in sarcomere organization and in smooth muscle cell contraction. Required for normal development of the embryonic cardiovascular system, and for normal septation of the heart outflow tract. Plays a role in sprouting angiogenesis and is required for normal adhesion of vascular smooth muscle cells to endothelial cells during blood vessel development (By similarity). Plays a role in the reorganization of the actin cytoskeleton, formation of lamellipodia and ciliogenesis. Plays a role in the establishement of cell polarity, cell adhesion, cell spreading, and dire [...] "
278,ERAP1,9606.ENSP00000296754,ERAP1,"Endoplasmic reticulum aminopeptidase 1; Aminopeptidase that plays a central role in peptide trimming, a step required for the generation of most HLA class I-binding peptides. Peptide trimming is essential to customize longer precursor peptides to fit them to the correct length required for presentation on MHC class I molecules. Strongly prefers substrates 9-16 residues long. Rapidly degrades 13-mer to a 9-mer and then stops. Preferentially hydrolyzes the residue Leu and peptides with a hydrophobic C-terminus, while it has weak activity toward peptides with charged C-terminus. May play  [...] "
279,UBP1,9606.ENSP00000283629,UBP1,Upstream-binding protein 1; Functions as a transcriptional activator in a promoter context-dependent manner. Modulates the placental expression of CYP11A1. Involved in regulation of the alpha-globin gene in erythroid cells. Activation of the alpha-globin promoter in erythroid cells is via synergistic interaction with TFCP2 (By similarity). Involved in regulation of the alpha-globin gene in erythroid cells. Binds strongly to sequences around the HIV-1 initiation site and weakly over the TATA- box. Represses HIV-1 transcription by inhibiting the binding of TFIID to the TATA-box; Belongs  [...] 
280,EIF2AK3,9606.ENSP00000307235,EIF2AK3,"Eukaryotic translation initiation factor 2-alpha kinase 3; Metabolic-stress sensing protein kinase that phosphorylates the alpha subunit of eukaryotic translation initiation factor 2 (eIF-2- alpha/EIF2S1) on 'Ser-52' during the unfolded protein response (UPR) and in response to low amino acid availability. Converts phosphorylated eIF-2-alpha/EIF2S1 either in a global protein synthesis inhibitor, leading to a reduced overall utilization of amino acids, or to a translation initiation activator of specific mRNAs, such as the transcriptional activator ATF4, and hence allowing ATF4-mediated [...] "
