adr_id,adr_term,source
C0232933,Eosinophilic myocarditis,SIDER
C0236073,Sprue,SIDER
C0281914,Blood parathyroid hormone increased,SIDER
C0520539,Mastocytosis,SIDER
C0521662,Chronic eosinophilic leukaemia,SIDER
C1142080,Haemorrhagic ovarian cyst,SIDER
C1527340,Renal cancer,SIDER
C1956391,Scleral haemorrhage,SIDER
C2718128,Tumour haemorrhage,SIDER
C2750515,Pharyngeal mucositis,SIDER
C0021100,Unable to walk,SIDER
C0022504,Abasia,SIDER
C0030299,Insulinoma,SIDER
C0150045,Syndrome Fanconi-like,SIDER
C0232285,Fanconi syndrome acquired,SIDER
C0235433,Proximal renal tubular acidosis,SIDER
C0262417,Shock insulin,SIDER
C0265962,Shock hypoglycaemic,SIDER
C0267925,Fistula,SIDER
C0267941,T-cell lymphoma,SIDER
C0349705,Pelvi-ureteric obstruction,SIDER
C0392034,Enterococcal infection,SIDER
C0438167,Myoglobinaemia,SIDER
C0476369,Biliary sludge,SIDER
C0584995,Cluster headache,SIDER
C0700572,Abdominal aortic aneurysm,SIDER
C0740380,Aortic aneurysm,SIDER
C0854331,Menstrual cycle abnormal,SIDER
C1262170,Cerebellar infarction,SIDER
C0858346,Musculoskeletal deformity,SIDER
C0860603,Hypertensive episode,SIDER
C0936250,Hemiplegia transient,SIDER
C0948031,Injection site stinging,SIDER
C1167870,Voice disturbance,SIDER
C1321632,Temporal arteritis,SIDER
C1504532,Nasal inflammation,SIDER
C3495916,Subcutaneous bleeding,SIDER
C1383860,Bile duct disorders,SIDER
C0009663,Bullous impetigo,SIDER
C0011881,Kaposi's varicelliform eruption,SIDER
C0040262,Pancreatic pseudocyst,SIDER
C0238463,Urge incontinence,SIDER
C0156369,Chest pressure sensation of,SIDER
C0267834,Fat tissue increased,SIDER
C0338113,Pancreatitis acute on chronic,SIDER
C1153706,Netherton's syndrome,SIDER
C1536459,Bile duct stenosis,SIDER
C0010930,Pancreatitis necrotising,SIDER
C0155170,Haemoglobin abnormal,SIDER
C0271308,Gastrooesophagitis,SIDER
C0155177,Electrocardiogram T wave abnormal,SIDER
C0343401,Echocardiogram abnormal,SIDER
C0413234,Writing impaired,SIDER
C0948085,Mobility decreased,SIDER
C0278126,Varicella zoster,SIDER
C0677865,Febrile disorders,SIDER
C0031736,Gastrointestinal inflammatory conditions,SIDER
C2364082,Ischaemic coronary artery disorders,SIDER
C0006434,Bladder and urethral symptoms,SIDER
C0023531,Paraesthesias and dysaesthesias,SIDER
C0033949,Speech and language abnormalities,SIDER
C0042341,Herpes simplex dermatitis,SIDER
C0151685,Herpes dermatitis,SIDER
C0233976,Gastrointestinal ulcer perforation,SIDER
C0268671,Anxiety symptoms NOS,SIDER
C0349464,Eczema herpeticum,SIDER
C0269268,Primary graft dysfunction,SIDER
C0277986,Graft dysfunction,SIDER
C0282612,Vascular hypotensive disorders,SIDER
C3160830,Venous thrombosis deep limb,SIDER
C0405479,Post transplant diabetes mellitus,SIDER
C0427458,Myocardial hypertrophy,SIDER
C0438241,Cardiac hypertrophy,SIDER
C0455880,Anogenital warts,SIDER
C0520546,Diabetic nephropathy,SIDER
C0702109,Tinea versicolour,SIDER
C0856152,Papillary thyroid cancer,SIDER
C0856968,Uterine polyp,SIDER
C0851043,Hepatic cyst,SIDER
C0860851,Sarcoma uterus,SIDER
C0877331,Endometrial adenocarcinoma,SIDER
C0877497,Nettle rash,SIDER
C0239735,Dacryocystitis,SIDER
C0877639,Conjunctival cyst,SIDER
C0919568,Blepharitis allergic,SIDER
C1096267,Eczema eyelids,SIDER
C1096506,Methicillin-resistant Staphylococcus aureus infection,SIDER
C1096657,Acute allergic reaction,SIDER
C1112346,Corneal defect,SIDER
C2721578,Equilibrium loss,SIDER
C0474444,Brain stem glioma,SIDER
C0007462,Polymorphic light eruption,SIDER
C0023440,Hyposmia,SIDER
C0151846,Burn,SIDER
C0238807,Leukoplakia,SIDER
C0241228,Male orgasmic disorder,SIDER
C0853013,Varicocele,SIDER
C1096448,Growth accelerated,SIDER
C0742965,Clitoral engorgement,SIDER
C0151834,Korsakoff's psychosis (non-alcoholic),SIDER
C0858899,Wernicke-Korsakoff syndrome,SIDER
C0239591,Breast induration,SIDER
C0728993,Gingival oedema,SIDER
C0848383,Prostatic intraepithelial neoplasia,SIDER
C0040797,Prostatic dysplasia,SIDER
C3267156,Nipple disorder,SIDER
C0920195,Red blood cell count increased,SIDER
C0235678,Blood urea normal,SIDER
C0877172,Poor urinary stream,SIDER
C1536220,Pulmonary microemboli,SIDER
C0010032,Erythropoiesis abnormal,SIDER
C2607947,Buccal mucosal roughening,SIDER
C3495950,Raised serum lipid levels,SIDER
C0033075,Lipids increased,SIDER
C0085569,Oestradiol increased,SIDER
C0233415,Abnormal clotting factor,SIDER
C0234975,Redness gum,SIDER
C0235834,Gingival erythema,SIDER
C0236826,Gingival blister,SIDER
C0242785,Impatience,SIDER
C0242784,Injection site discomfort,SIDER
C0259972,Free prostate-specific antigen increased,SIDER
C0270736,Prostate examination abnormal,SIDER
C0393615,Prostate induration,SIDER
C0428196,Pulmonary oil microembolism,SIDER
C0853263,Corneal stromal edema,SIDER
C0454643,Causalgia,SIDER
C0751265,Erythroleukaemia,SIDER
C0852909,Disorder periosteal,SIDER
C0855217,Bone tenderness,SIDER
C0877792,Spleen palpable,SIDER
C0948856,Diverticular perforation,SIDER
C1096444,Bronchopneumopathy,SIDER
C1142034,Eosinophilic cystitis,SIDER
C1261981,Papanicolaou smear suspicious,SIDER
C1456865,Attention concentration difficulty,SIDER
C1696943,Paresthesia of fingers,SIDER
C0853334,Spotting vaginal,SIDER
C0014511,Eye ulcer,SIDER
C0015459,Traumatic haemorrhage,SIDER
C0019338,Operative bleeding,SIDER
C0034888,Aphakic cystoid macular oedema,SIDER
C0039504,Vaginal odour,SIDER
C0085697,Spinal epidural haematoma,SIDER
C0155943,ST segment elevation myocardial infarction,SIDER
C0039496,Corneal abrasion,SIDER
C0235329,Deafness unilateral,SIDER
C0262365,Cochlear toxicity,SIDER
C0263888,Presbyopia,SIDER
C0271453,Acidosis hyperchloraemic,SIDER
C0435632,Distractibility,SIDER
C0520547,Convulsions aggravated,SIDER
C0521634,Upper motor neurone lesion,SIDER
C0541913,Expressive language disorder,SIDER
C0549239,Drug - food interaction,SIDER
C0549277,Food interaction,SIDER
C0549635,Ketogenic diet,SIDER
C0853759,Essential tremor,SIDER
C0580546,Familial tremor,SIDER
C0700201,Fluid intake increased,SIDER
C0744131,Bicarbonate level,SIDER
C0853246,Blood bicarbonate,SIDER
C0853312,Word finding difficulty,SIDER
C0853595,Learning disability,SIDER
C0853698,Blood bicarbonate decreased,SIDER
C0853762,Lack of spontaneous speech,SIDER
C0855618,Circadian rhythm sleep disorder,SIDER
C0855622,Orgasmic sensation decreased,SIDER
C0856100,Altered visual depth perception,SIDER
C0876980,Tandem gait test abnormal,SIDER
C0877173,Urticaria localised,SIDER
C0919777,Calculus ureteric,SIDER
C0948014,Hypoaesthesia facial,SIDER
C0948482,Thrombocytopenia aggravated,SIDER
C0412784,Cyst epidermal,SIDER
C1096368,Face injury,SIDER
C1279247,Herpangina,SIDER
C1868912,Rectal prolapse,SIDER
C3203485,Tendon injury,SIDER
C0428282,Pyelonephritis chronic,SIDER
C0877266,Arthralgia of temporomandibular joint,SIDER
C0022656,Temporomandibular joint syndrome,SIDER
C0340643,Small intestinal obstruction,SIDER
C0457436,Mammogram abnormal,SIDER
C0740281,Back disorder,SIDER
C0010666,Otitis media serous,SIDER
C0036420,Hand fracture,SIDER
C1527383,Poor peripheral circulation,SIDER
C0221154,Genital itching female,SIDER
C0231613,Duodenal ulcer aggravated,SIDER
C0240182,Dizziness aggravated,SIDER
C0001816,Gastritis aggravated,SIDER
C0020579,Potassium abnormal NOS,SIDER
C0028817,Blood potassium abnormal,SIDER
C0029400,Blood glucose abnormal,SIDER
C0231875,Dyssomnia,SIDER
C0235344,Foot infection fungal NOS,SIDER
C0268948,Eczema exacerbated,SIDER
C0860564,Osteoarthritis aggravated,SIDER
C1112625,Blood cholesterol abnormal,SIDER
C1859270,Lymphocyte count increased,SIDER
C2721737,Exacerbation of hot flushes,SIDER
C0020492,Alanine aminotransferase decreased,SIDER
C0221252,Aspartate aminotransferase decreased,SIDER
C0221260,Pancreatitis aggravated,SIDER
C0263445,Headache aggravated,SIDER
C0263634,Food aversion,SIDER
C0851647,Band neutrophil count increased,SIDER
C0149518,Red cell distribution width increased,SIDER
C0271901,Analgesic effect,SIDER
C0018975,Analgesic therapy,SIDER
C0919578,Mean platelet volume decreased,SIDER
C0235048,Genitourinary tract infection,SIDER
C0425946,Uric acid increased,SIDER
C1282609,Orthostatic dysregulation,SIDER
C0034079,Serum creatinine decreased,SIDER
C0149726,Upper respiratory tract inflammation,SIDER
C0042548,Renal cortical necrosis,SIDER
C0857495,Aortic dissection,SIDER
C0341505,Hemiparesis (left),SIDER
C0406650,Multiple allergies,SIDER
C0857246,Acne cystic,SIDER
C0018995,Circumscribed scleroderma,SIDER
C0026265,Morphoea,SIDER
C0029464,Hypertension paroxysmal,SIDER
C0277889,Occipital headache,SIDER
C0011757,Leukonychia,SIDER
C0014550,Agnosia,SIDER
C0018552,Hypervitaminosis A,SIDER
C0026633,Ochronosis,SIDER
C0155947,Osteitis,SIDER
C0206762,Wheezing expiratory,SIDER
C0234543,Buccal mucosa ulceration,SIDER
C0235753,Scrotal ulcer,SIDER
C0239234,Retinoic acid syndrome,SIDER
C0266011,Cerebellar oedema,SIDER
C0266316,Slow speech,SIDER
C0521554,Application site stinging,SIDER
C0521694,Hyperostosis,SIDER
C0853811,Eruptive xanthoma,SIDER
C1328407,Nail dystrophy,SIDER
C0019555,Acne fulminans,SIDER
C1737329,Excessive granulation tissue,SIDER
C1739111,Muscle tone disorder,SIDER
C1868998,Amnestic symptoms,SIDER
C0149925,Acute gastritis,SIDER
C0549444,Hypochromic microcytic anemia,SIDER
C0009768,Blindness day,SIDER
C0236816,Idiosyncratic drug reaction,SIDER
C0240873,Smarting,SIDER
C1142163,Short period,SIDER
C0240962,Granulocytosis,SIDER
C1141938,Lung nodule,SIDER
C0400839,Pulmonary mass,SIDER
C0574068,Plantar warts,SIDER
C0744369,Sore nose,SIDER
C1868917,Chemical peritonitis,SIDER
C0268070,Linear IgA disease,SIDER
C0854028,Red neck,SIDER
C0042065,Haemochromatosis,SIDER
C0742339,Mitral valve disease,SIDER
C1740836,Osteosclerosis,SIDER
C0852928,Blood pressure diastolic increased,SIDER
C0853402,Developmental coordination disorder,SIDER
C0522757,Myoclonic epilepsy,SIDER
C0428167,Hamartoma,SIDER
C0877169,Congenital oral malformation,SIDER
C0001733,Dentofacial anomaly,SIDER
C0022353,Limb malformation,SIDER
C0159020,Postictal state,SIDER
C0475319,Haemangioma congenital,SIDER
C0549400,Low set ears,SIDER
C0541754,Supernumerary nipple,SIDER
C0403645,Congenital hydronephrosis,SIDER
C0581883,Congenital vesicoureteric reflux,SIDER
C0854101,Retinal atrophy,SIDER
C2955673,Croup infectious,SIDER
C0751955,Hip dysplasia,SIDER
C1295585,Developmental hip dysplasia,SIDER
C0302832,Dysmorphism,SIDER
C1744587,Foetal anticonvulsant syndrome,SIDER
C0235950,Cytotoxic oedema,SIDER
C0855675,Small cell lung cancer,SIDER
C0238792,Vein discolouration,SIDER
C0334660,Conjunctivitis bacterial,SIDER
C0521169,Acute stress disorder,SIDER
C0576093,Rectal mass,SIDER
C0576091,Intestinal mass,SIDER
C0007871,Scleral icterus,SIDER
C0032962,Ocular icterus,SIDER
C0085207,Rectal ulcer,SIDER
C0340274,Rib pain,SIDER
C0542120,Genital lesion,SIDER
C1963824,Heart racing,SIDER
C2930821,Copper deficiency,SIDER
C2939065,Blood copper decreased,SIDER
C0020641,Genitourinary tract neoplasm,SIDER
C0271160,Chest heaviness,SIDER
C0392557,Acute migraine,SIDER
C0948862,Insomnia exacerbated,SIDER
C1112376,Exposure to poisonous plant,SIDER
C2314994,Exposure to toxic agent,SIDER
C0268854,Cholecystitis and cholelithiasis,SIDER
C0743842,Fraction of inspired oxygen,SIDER
C0860040,Neonatal hyponatraemia,SIDER
C0041307,Factor I deficiency,SIDER
C1276118,Jaundice neonatal,SIDER
C0234972,Convulsion neonatal,SIDER
C0268009,Pelvic haematoma,SIDER
C0018023,Apgar score low,SIDER
C0221777,Abscess sterile,SIDER
C0234374,Atonic urinary bladder,SIDER
C0349208,Complete hearing loss,SIDER
C0425449,Urine sodium increased,SIDER
C0685341,Urate nephropathy,SIDER
C0858786,Brain infarction,SIDER
C0033948,Decreased vibratory sense,SIDER
C0311223,Obsessional neurosis,SIDER
C0700509,Balance difficulty,SIDER
C0241013,Zinc deficiency,SIDER
C1096049,Blood zinc decreased,SIDER
C0853395,Bone lesion,SIDER
C1698394,Intravascular large B-cell lymphoma,SIDER
C0476289,Compression fracture,SIDER
C0004812,Genu valgum,SIDER
C0042568,Knee deformity,SIDER
C0026916,Cervical incompetence,SIDER
C1328428,Complication of pregnancy,SIDER
C0277799,Gestational diabetes,SIDER
C0595902,Gestational hypertension,SIDER
C0853737,Injection site nodule,SIDER
C0854524,Shortened cervix,SIDER
C0742545,Keratitis sicca,SIDER
C2350530,Airway edema,SIDER
C0267373,Hypopyon,SIDER
C0151624,Cataract cortical,SIDER
C0274869,Cataract nuclear,SIDER
C0333604,Detachment of retinal pigment epithelium,SIDER
C0003742,Optic disc vascular disorder,SIDER
C1142068,Spinal cord infarction,SIDER
C0274312,Contracted bladder,SIDER
C0340909,Acute febrile illness,SIDER
C0521500,BCG infection,SIDER
C0578736,Bovine tuberculosis,SIDER
C0037926,Urticaria recurrent,SIDER
C0000817,Convulsive disorder,SIDER
C0877092,Plasma osmolality increased,SIDER
C1535879,Goiter nodular,SIDER
C1619692,Nontoxic goiter,SIDER
C1761609,Tremor coarse,SIDER
C2609148,Manic episode,SIDER
C1704375,Gasping,SIDER
C0010308,Congenital limb hyperextension,SIDER
C0020503,Toxic symptom,SIDER
C0264286,Female orgasmic disorder,SIDER
C0156273,Frozen shoulder,SIDER
C0855624,Chronic peptic ulcer,SIDER
C0857236,Serum ferritin increased,SIDER
C0232826,Infusion site swelling,SIDER
C1142166,Painful red eyes,SIDER
C0853347,Acute promyelocytic leukaemia differentiation syndrome,SIDER
C0877606,Gas pain,SIDER
C0149777,Basilar artery syndrome,SIDER
C0457798,Vertebrobasilar insufficiency,SIDER
C0022541,Mycobacterium avium complex infection,SIDER
C0562483,Mycobacterium test,SIDER
C0239511,Intermittent fever,SIDER
C0023653,Blood chloride decreased,SIDER
C0392707,Blood bicarbonate increased,SIDER
C0423701,Peridiverticular abscess,SIDER
C0271623,Colonic abscess,SIDER
C0549383,Bronchopulmonary aspergillosis,SIDER
C0919267,Intestinal haemorrhage,SIDER
C1331543,Ulcerative enterocolitis,SIDER
C0235575,Metal poisoning,SIDER
C0375548,Chrysiasis,SIDER
C0520757,Arcus senilis,SIDER
C0520758,Arcus lipoides,SIDER
C0683416,Graft complication,SIDER
C0920070,Arteriovenous fistula thrombosis,SIDER
C1504452,Injection site extravasation,SIDER
C0007933,Lymphadenopathy inguinal,SIDER
C0020498,Spinal cord compression,SIDER
C0263962,Abortion infected,SIDER
C0271420,Venipuncture site bruise,SIDER
C0281361,Vessel puncture site bruise,SIDER
C0549536,Nephrogenic systemic fibrosis,SIDER
C0578682,Aspiration pneumonitis,SIDER
C0854495,Barium impaction,SIDER
C0032320,Hypophosphataemic rickets,SIDER
C0042961,Congenital hypothyroidism,SIDER
C0333139,Hyperparathyroidism secondary,SIDER
C1142175,Pharyngitis ulcerative,SIDER
C0541772,Bladder diverticulum,SIDER
C1504379,Aspartate aminotransferase normal,SIDER
C0155877,Rash both legs,SIDER
C0423813,Antidiuresis,SIDER
C0858219,Brugada syndrome,SIDER
C1167699,Venous thrombosis limb,SIDER
C2242727,Infusion site burning,SIDER
C0242669,Abscesses of skin,SIDER
C0405106,Dermatitis eyelid,SIDER
C0741921,Kearns-Sayre syndrome,SIDER
C0812470,Persistent cough,SIDER
C0948782,Numbness facial,SIDER
C0151964,Lichenification,SIDER
C0151977,Atopy,SIDER
C0267491,Urinary tract pain,SIDER
C0005826,Secondary hypogonadism,SIDER
C0151995,Ovarian hyperstimulation,SIDER
C0153690,Ovarian neoplasm,SIDER
C0574785,Puerperal pyrexia,SIDER
C0242459,Hemolytic reaction,SIDER
C0854693,Nausea alone,SIDER
C0919572,Delayed recovery from anaesthesia,SIDER
C1319200,Neuromuscular block prolonged,SIDER
C0235698,Depersonalization syndrome,SIDER
C0235721,Cervical smear test positive,SIDER
C0853150,Implant site pain,SIDER
C1136085,Chalazion,SIDER
C0852969,Senile ankylosing vertebral hyperostosis,SIDER
C0241513,Olecranon bursitis,SIDER
C0853018,Ceruminosis,SIDER
C0948240,Adenocarcinoma pancreas,SIDER
C0155540,Monocyte count decreased,SIDER
C0262493,Eyebrow loss of,SIDER
C0271547,Hepatitis F,SIDER
C0853015,Pneumoperitoneum,SIDER
C0474395,Volvulus,SIDER
C0542239,Pneumatosis,SIDER
C0581395,Shunt thrombosis,SIDER
C0014752,Ammonia increased,SIDER
C0694549,Coagulation test abnormal,SIDER
C0577598,Allergic asthma,SIDER
C0033817,Splitting nails,SIDER
C0152972,Clinical flare reaction,SIDER
C1096714,Lymphostasis,SIDER
C0458104,Tumour compression,SIDER
C0423628,Retained placenta,SIDER
C0039437,Retained placenta or membranes,SIDER
C0521506,Cardiac enzymes increased,SIDER
C0236078,Abortion incomplete,SIDER
C0007099,Uterine cramps,SIDER
C0014859,Conjunctival ulcer,SIDER
C0024110,Small intestine ulcer,SIDER
C0151536,Large intestinal ulcer,SIDER
C0264352,Blood pressure abnormal,SIDER
C0948651,Degeneration of uterine fibroid,SIDER
C1868710,Bone cancer metastatic,SIDER
C1536009,Lower urinary tract symptoms,SIDER
C0009952,Loeffler's syndrome,SIDER
C0156353,Anaesthetic complication neurological,SIDER
C0162810,Agitation postoperative,SIDER
C0266453,Confusion postoperative,SIDER
C0549430,Abdominal distension gaseous,SIDER
C0948299,Heaviness in limbs,SIDER
C0948300,Nerve conduction studies abnormal,SIDER
C0948301,Monoclonal gammopathy,SIDER
C1112746,Tongue irritation,SIDER
C1142459,Thyrotropin low,SIDER
C1384589,Blood thyroid stimulating hormone decreased,SIDER
C1696942,Thyroxine free decreased,SIDER
C2004491,Otorrhoea,SIDER
C0241012,Gallbladder polyp,SIDER
C0206171,Growth hormone overproduction,SIDER
C0340305,Blood growth hormone increased,SIDER
C0857087,Increased activity,SIDER
C0281982,Tired and heavy,SIDER
C0030976,Penile infection,SIDER
C0033953,Erythrasma,SIDER
C0040247,Community acquired pneumonia,SIDER
C0267406,Transient cerebrovascular events,SIDER
C0581394,Swollen arm,SIDER
C0857189,Pseudomonas infection,SIDER
C0483455,Pseudomonal sepsis,SIDER
C0029429,Infusion site infection,SIDER
C0235222,Genital pain male,SIDER
C0580412,Teething pain,SIDER
C0423086,Teething,SIDER
C0155216,Injection site paraesthesia,SIDER
C0240449,Scrotal pain,SIDER
C0748725,Carcinoma in situ,SIDER
C0349702,Oesophageal neoplasm,SIDER
C0854717,Lung abscess,SIDER
C1142151,Bronchostenosis,SIDER
C0235849,Bronchial ulceration,SIDER
C0679401,Bronchial mucus plug,SIDER
C0344431,Bronchial secretion retention,SIDER
C0002103,Oesophageal oedema,SIDER
C0015523,Febrile convulsion,SIDER
C0036093,Uterovaginal prolapse,SIDER
C0043046,Hypertrophic scar,SIDER
C0205875,Exencephaly,SIDER
C0221032,Procedural site reaction,SIDER
C3665770,Application site discharge,SIDER
C0277577,Application site scab,SIDER
C0543392,Application site skin breakdown,SIDER
C2939130,Hepatic lymphoma,SIDER
C0009193,Application site scar,SIDER
C0009918,Tinea cruris,SIDER
C0022362,Application site cellulitis,SIDER
C0022821,Scar,SIDER
C0032739,Sexual desire disorders,SIDER
C0036337,Serum ferritin decreased,SIDER
C0036601,Application and instillation site reactions,SIDER
C0037650,Community acquired infection,SIDER
C0040252,Inferior myocardial infarction,SIDER
C0040441,Dizzy spells,SIDER
C0085740,Skin swelling,SIDER
C0149801,Perceptual distortions,SIDER
C0152447,Psychosexual disorder,SIDER
C0159658,Tinea infection,SIDER
C0233519,Infarction mesenteric,SIDER
C0233633,Swelling of legs,SIDER
C0234922,Raised serum uric acid,SIDER
C0234988,Prothrombin time ratio,SIDER
C0235081,Osteochondrosis,SIDER
C0239940,Diastolic hypertension,SIDER
C0272386,Prothrombin time abnormal,SIDER
C0342548,Staring,SIDER
C0426959,Eyelid bleeding,SIDER
C0429059,Nasal sinus drainage,SIDER
C0455899,Sinus operation,SIDER
C0520723,Corneal scar,SIDER
C0850001,Corneal epithelium disorder,SIDER
C0853710,Scleromalacia,SIDER
C0853782,Stomatitis necrotising,SIDER
C0853958,Vascular rupture,SIDER
C0854111,Monomorphic ventricular tachycardia,SIDER
C0854171,Atopic rhinitis,SIDER
C0854286,Factor XI deficiency,SIDER
C0854372,Salivary gland disorder,SIDER
C0856050,Wasting generalized,SIDER
C0857979,Papillomatosis,SIDER
C0860805,Congenital generalised lipodystrophy,SIDER
C0863087,Acquired lipoatrophic diabetes,SIDER
C0863100,Psychic disturbance,SIDER
C0948352,Feces bloodstained,SIDER
C0948353,Other bacterial diseases,SIDER
C1504561,Coccydynia,SIDER
C0948579,Joint contracture,SIDER
C1167760,Jaw disorder,SIDER
C1112261,Kyphosis,SIDER
C1141884,Tuberculin test positive,SIDER
C1141959,Schizoaffective disorder,SIDER
C1384489,Self mutilation,SIDER
C1504376,Somatoform disorder,SIDER
C1536916,Body tinea,SIDER
C1611167,Tooth fracture,SIDER
C0919726,Mendelson's syndrome,SIDER
C1704431,Urosepsis,SIDER
C0000924,Urethral discharge,SIDER
C0863112,Clavicle fracture,SIDER
C0155616,Suspiciousness,SIDER
C0233718,Bradypsychic response,SIDER
C0858357,Rash scaly,SIDER
C0920108,Dizziness exertional,SIDER
C2609096,Tremor limb,SIDER
C3665418,Glycosylated haemoglobin increased,SIDER
C0025500,Tonsillar hypertrophy,SIDER
C0238113,Early menarche,SIDER
C1167745,Akinaesthesia,SIDER
C1557335,Electrocardiogram T wave amplitude decreased,SIDER
C0029734,Pharyngeal erythema,SIDER
C3160754,Periorbital haematoma,SIDER
C0853644,Heaviness of head,SIDER
C0856623,Blood prolactin decreased,SIDER
C0853954,Blood creatine phosphokinase abnormal,SIDER
C0392390,Blood creatine phosphokinase MB increased,SIDER
C0039128,Blood triglycerides decreased,SIDER
C0149985,Temperature regulation disorder,SIDER
C0006430,Eyelid function disorder,SIDER
C0021807,Mastication disorder,SIDER
C0085119,Diet refusal,SIDER
C0158322,Serum prolactin decreased,SIDER
C0347941,Urine ketone body present,SIDER
C0520563,Decreased immune responsiveness,SIDER
C0520802,Tightness in jaw,SIDER
C0522348,Injury asphyxiation,SIDER
C0549257,Markedly reduced dietary intake,SIDER
C0857183,Hypophagia,SIDER
C3665356,Bacteria urine identified,SIDER
C0239296,Bacterial test positive,SIDER
C0019342,Gaze palsy,SIDER
C0019554,Head lag abnormal,SIDER
C0020217,ECG signs of myocardial ischaemia,SIDER
C0031925,Scratch,SIDER
C0149952,Unresponsive to verbal stimuli,SIDER
C0151864,Blood cholesterol decreased,SIDER
C0152096,Waist circumference increased,SIDER
C0178316,Postoperative hypertension,SIDER
C0235250,Electrolyte disturbance,SIDER
C0850758,Accident,SIDER
C0855506,Pharyngo-oral irritation,SIDER
C0877363,Secondary hypertension,SIDER
C1261470,Pressure of speech,SIDER
C0748023,Oesophageal stenosis acquired,SIDER
C1112469,Fasting blood glucose increased,SIDER
C0007684,Genital hypoaesthesia,SIDER
C0282548,Labile hypertension,SIDER
C0424810,Mesothelioma,SIDER
C3160759,Radiation oesophagitis,SIDER
C1096496,Extremity necrosis,SIDER
C3665795,Ocular surface disease,SIDER
C0232257,Other scleritis,SIDER
C0425643,Atypical femur fracture,SIDER
C0854442,Eosinophil count abnormal,SIDER
C1412002,Orofacial oedema,SIDER
C0006666,Corneal calcification,SIDER
C0149721,Hepatitis B e antigen positive,SIDER
C0264733,Syphilis,SIDER
C0344365,Secondary syphilis,SIDER
C0042135,Burning mouth syndrome,SIDER
C0152159,Intertrigo,SIDER
C0236022,Ulcer foot,SIDER
C0948048,Calcaneal spur,SIDER
C1306580,Chest mass NOS,SIDER
C0015401,Toxic dilatation of intestine,SIDER
C0033999,Radiation recall syndrome,SIDER
C0520729,Ear feels clogged,SIDER
C0541865,Loss of confidence,SIDER
C0549398,Pre-menstrual tension syndrome,SIDER
C0595900,Food intolerance,SIDER
C0748538,Oesophageal obstruction,SIDER
C0852952,Genital herpes,SIDER
C0877339,Hip dislocation,SIDER
C0556385,Hydatidiform mole,SIDER
C0158986,Pilonidal cyst,SIDER
C0235839,Torsion of ovary,SIDER
C0270274,Pregnancy disorder,SIDER
C0410919,Trisomy 18,SIDER
C0456103,Upper limb fracture,SIDER
C0549395,Hyperemesis,SIDER
C0854706,Pelvic pain female,SIDER
C1112613,Red blood cells semen positive,SIDER
C1285373,Gynecological-related pain,SIDER
C0857175,Meningocele,SIDER
C0395005,Bacterial prostatitis,SIDER
C0858156,Cytomegalovirus syndrome,SIDER
C0858176,Central nervous system infection,SIDER
C0853786,Leukostasis,SIDER
C0018134,Periorbital swelling,SIDER
C0030409,Tumour cell mobilisation,SIDER
C0302870,Blood testosterone free increased,SIDER
C0221265,Microembolism,SIDER
C0855331,Systolic murmur,SIDER
C0429028,Midsystolic click,SIDER
C0085074,Injection site hypertrophy,SIDER
C0401149,Atypical pneumonia,SIDER
C0159076,Calciphylaxis,SIDER
C0853254,Left ventricular hypertrophy,SIDER
C0522051,Dilatation ventricular,SIDER
C0239026,Incomplete bladder emptying,SIDER
C0241165,Uterine atony,SIDER
C2721563,Uterine hypotonus,SIDER
C0497471,Neoplasm malignant aggravated,SIDER
C0858535,Malignant neoplasm progression,SIDER
C0342592,Bone mass decreased,SIDER
C0022572,Foreign body in eye,SIDER
C0206698,Pterygium,SIDER
C0553686,Subconjunctival cyst,SIDER
C0742115,Deposit eye,SIDER
C0877450,Meibomianitis,SIDER
C0948245,Blood chloride increased,SIDER
C1096458,Scleral pigmentation,SIDER
C0423285,Optic nerve cupping,SIDER
C0520532,Cardio-respiratory distress,SIDER
C0006261,Alcohol craving,SIDER
C0015674,Hypoglycaemia neonatal,SIDER
C0019364,Fever neonatal,SIDER
C0019385,Vomiting neonatal,SIDER
C0023484,Bradycardia foetal,SIDER
C0023860,Sepsis neonatal,SIDER
C0024904,Blood urea decreased,SIDER
C0034544,Neonatal infection,SIDER
C0156339,Neonatal tachypnoea,SIDER
C0221030,Respiratory disorder neonatal,SIDER
C0235912,Postinfarction,SIDER
C0239279,Polydipsia psychogenic,SIDER
C0268407,Serum potassium abnormal,SIDER
C0276252,Serum sodium abnormal,SIDER
C0334634,Blood sodium abnormal,SIDER
C0460048,Graft versus host reaction,SIDER
C0476337,Paracoccidioides infection,SIDER
C0521622,Microcytic,SIDER
C0549284,Microcytosis,SIDER
C0549322,Electrocardiogram QT corrected interval,SIDER
C0580181,Electrocardiogram QT interval,SIDER
C0677658,Granuloma annulare,SIDER
C0751908,Constipation chronic,SIDER
C0852970,Choluria,SIDER
C0853330,Nasal passage irritation,SIDER
C0854146,Acute chest pain,SIDER
C0856761,Chest X-ray normal,SIDER
C1142158,Skin thickening,SIDER
C0877325,Infectious pneumonitis,SIDER
C0948806,Moniliasis genital female,SIDER
C1112192,Thrombocytopenia toxic,SIDER
C1141949,Anion gap increased,SIDER
C1262091,Keratoacanthoma,SIDER
C1328447,Cholangiocarcinoma,SIDER
C1868911,Brain herniation,SIDER
C0855642,Cerebritis,SIDER
